name,audio_id,cc
Common Snipe,491442091,kunitarou miyagi
Common Kingfisher,429550081,Hiromi Arima
Oriental Reed Warbler,247345671,yann muzika
Japanese Tit,182690221,Andrew Spencer
Brown-eared Bulbul,170597841,Andrew Spencer
Whooper Swan,137135221,Julia Wittmann
Whooper Swan,134988571,James (Jim) Holmes
Whooper Swan,63144941,Andrew Spencer
Siberian Sand-Plover,281689,Peter Boesman
Japanese Grosbeak,281431,Peter Boesman
Varied Tit,281426,Peter Boesman
Japanese Thrush,281297,Peter Boesman
Pacific Swift,281926,Peter Boesman
Black-headed Gull,203978561,Chun Fai LO
Whistling Green-Pigeon,182693701,Andrew Spencer
Black-tailed Gull,281919,Peter Boesman
Lesser Cuckoo,203936631,Chuck McQue
Boreal Owl,203999621,Hervé JACOB
Arctic Warbler,203997651,Desmond Allen
Eurasian Skylark,203979311,Phil Gregory | Sicklebill Safaris | www.birder.travel
Ryukyu Robin,203929431,Josep del Hoyo
Lidth's Jay,203929411,Josep del Hoyo
Lidth's Jay,203929361,Josep del Hoyo
Eurasian Wren,203929351,Josep del Hoyo
Owston's Tit,203927371,Josep del Hoyo
Owston's Tit,203927361,Josep del Hoyo
Lesser Cuckoo,203927311,Josep del Hoyo
Eurasian Wren,203927261,Josep del Hoyo
Black Wood-Pigeon,203927191,Josep del Hoyo
Siberian Blue Robin,203903521,Desmond Allen
Izu Robin,203903501,Desmond Allen
Ijima's Leaf Warbler,203903481,Desmond Allen
Black Wood-Pigeon,203895971,Josep del Hoyo
Iriomote Tit,203895931,Josep del Hoyo
Iriomote Tit,203895921,Josep del Hoyo
Ryukyu Flycatcher,203895861,Josep del Hoyo
Iriomote Tit,203895841,Josep del Hoyo
Tundra Bean-Goose,385947161,Yoshiaki Watanabe
Eurasian Wigeon,426867601,Hiromi Arima
Daurian Jackdaw,203968921,Phil Gregory | Sicklebill Safaris | www.birder.travel
Ijima's Leaf Warbler,203927241,Josep del Hoyo
Okinawa Woodpecker,203896091,Josep del Hoyo
Dusky Thrush,203884411,Joe Angseesing
Amur Stonechat,281901,Peter Boesman
Gray Wagtail,203932311,Josep del Hoyo
Great Cormorant,427265221,Hiromi Arima
Ruddy Turnstone,281695,Peter Boesman
Eurasian Goshawk,247190681,Wind K
Carrion Crow,64281731,Scott Young
Japanese Pygmy Woodpecker,281934,Peter Boesman
Gray Wagtail,281815,Peter Boesman
Pacific Swallow,281653,Peter Boesman
White-bellied Green-Pigeon,281305,Peter Boesman
Lesser Cuckoo,598317701,Hideki Sekimoto
Gray-headed Lapwing,439863231,Takayuki Uchida
Siberian Thrush,356262931,yann muzika
Black Kite,245706951,Harumi Umi
Saunders's Gull,70262551,Andrew Spencer
Japanese Grosbeak,281434,Peter Boesman
Chestnut-eared Bunting,281346,Peter Boesman
Yellow Bunting,281299,Peter Boesman
Amur Stonechat,281903,Peter Boesman
Japanese Leaf Warbler,247190381,yann muzika
Blakiston's Fish-Owl,281943,Peter Boesman
White-winged Tern,456083131,kunitarou miyagi
Narcissus Flycatcher,58930821,Timothy Spahr
Eurasian Tree Sparrow,281663,Peter Boesman
Oriental Turtle-Dove,281350,Peter Boesman
Japanese Accentor,281360,Peter Boesman
Black-browed Reed Warbler,584092271,Simon Colenutt
Oriental Reed Warbler,571046931,Hideki Sekimoto
Masked Bunting,281941,Peter Boesman
Black-naped Tern,281654,Peter Boesman
Blue-and-white Flycatcher,281420,Peter Boesman
Sakhalin Grasshopper Warbler,432978761,Andrew Spencer
Marsh Tit,279744661,Susan Myers
Ryukyu Scops-Owl,172326791,Andrew Spencer
Ryukyu Minivet,172000721,Andrew Spencer
Large-billed Crow,135166551,James (Jim) Holmes
White-backed Woodpecker,281777,Peter Boesman
Olive-backed Pipit,281394,Peter Boesman
Coal Tit,281351,Peter Boesman
Willow Tit,281300,Peter Boesman
Chinese Bamboo-Partridge,203927041,Josep del Hoyo
Bonin White-eye,601111181,Yasuhiko Komatsu
Gray Bunting,281962,Peter Boesman
Pine Grosbeak,281961,Peter Boesman
White's Thrush,281835,Peter Boesman
White-backed Woodpecker,281555,Peter Boesman
Brown-headed Thrush,281425,Peter Boesman
Long-tailed Duck,137140831,Julia Wittmann
Dusky Thrush,135537501,James (Jim) Holmes
Japanese Wagtail,203884371,Joe Angseesing
Japanese Wagtail,203884331,Joe Angseesing
Japanese Sparrowhawk,281820,Peter Boesman
Gray-faced Buzzard,175872,Roger McNeill
Bull-headed Shrike,497251281,Satoshi Mizukami
Black-headed Gull,247190151,Wind K
Black-headed Gull,247190141,Wind K
Japanese Pygmy Woodpecker,281563,Peter Boesman
Tufted Duck,610940889,Gabriel Leite
Chestnut-eared Bunting,581767401,Hideki Sekimoto
Eurasian Moorhen,498553541,M Kelly
White's Thrush,457337041,春雄 太田
Ural Owl,437747371,masao komura
Siberian Thrush,159770031,Atsushi Shimazaki
Black Kite,144284601,Atsushi Shimazaki
Izu Robin,137160261,Julia Wittmann
Pine Grosbeak,281958,Peter Boesman
White Wagtail,281878,Peter Boesman
Japanese Woodpecker,281603,Peter Boesman
Brown-headed Thrush,281428,Peter Boesman
Asian House-Martin,281246,Peter Boesman
Eurasian Wigeon,530756001,André  Zambolli
Amur Stonechat,281898,Peter Boesman
Japanese Sparrowhawk,93582121,Ben Johnson
Osprey,612440014,rentarou yamaneco
Black Woodpecker,609615910,Avihu Nussbaum
Japanese Robin,598317761,Hideki Sekimoto
Japanese Robin,593752641,Simon Colenutt
Daurian Redstart,585864021,Ying Zhou
Long-tailed Tit,564323681,Ying Zhou
White-browed Laughingthrush,522554301,Takayuki Uchida
Kamchatka Leaf Warbler,493865451,Atsushi Shimazaki
Oriental Pratincole,462312441,kunitarou miyagi
Oriental Pratincole,462312121,kunitarou miyagi
Oriental Cuckoo,460115101,Joye Zhou
Asian Stubtail,457331901,Joye Zhou
Reed Bunting,455464581,Akinori Miura
Dollarbird,453037611,春雄 太田
Pied Avocet,393452521,kunitarou miyagi
Red-breasted Flycatcher,314954671,Saku Saku
Ruddy-breasted Crake,284974631,Wind K
Pale Thrush,198842531,FUMIYUKI SAITO
White-naped Crane,182688341,Andrew Spencer
Russet Sparrow,163186521,Allen Lyu
Azure-winged Magpie,149143421,www.aladdin .st
Varied Tit,144919561,Ramit Singal
Amami Thrush,21723211,Andrew Spencer
Amami Thrush,21723161,Andrew Spencer
Eastern Crowned Warbler,281864,Peter Boesman
Long-tailed Tit,281861,Peter Boesman
Asian Brown Flycatcher,281858,Peter Boesman
Asian Brown Flycatcher,281838,Peter Boesman
Brown-headed Thrush,281836,Peter Boesman
Asian Brown Flycatcher,281829,Peter Boesman
Masked Bunting,281828,Peter Boesman
Masked Bunting,281827,Peter Boesman
Little Tern,281698,Peter Boesman
Gray-tailed Tattler,281687,Peter Boesman
Siberian Sand-Plover,281686,Peter Boesman
Little Tern,281681,Peter Boesman
Zitting Cisticola,281675,Peter Boesman
Asian Emerald Dove,281640,Peter Boesman
Malayan Night Heron,281623,Peter Boesman
Red-billed Leiothrix,281604,Peter Boesman
Varied Tit,281598,Peter Boesman
Warbling White-eye,281568,Peter Boesman
Black Paradise-Flycatcher,281550,Peter Boesman
Northern Boobook,281505,Peter Boesman
Black Wood-Pigeon,281496,Peter Boesman
Warbling White-eye,281475,Peter Boesman
Japanese Bush Warbler,281470,Peter Boesman
Eurasian Jay,281436,Peter Boesman
Eurasian Jay,281413,Peter Boesman
Willow Tit,281409,Peter Boesman
Willow Tit,281407,Peter Boesman
Olive-backed Pipit,281405,Peter Boesman
Red-flanked Bluetail,281400,Peter Boesman
Olive-backed Pipit,281395,Peter Boesman
Ashy Minivet,281354,Peter Boesman
Warbling White-eye,281334,Peter Boesman
Coal Tit,281333,Peter Boesman
Japanese Thrush,281329,Peter Boesman
Yellow Bunting,281310,Peter Boesman
Yellow Bunting,281309,Peter Boesman
Slaty-backed Gull,281873,Peter Boesman
Bull-headed Shrike,554409611,André  Zambolli
Black-tailed Gull,281922,Peter Boesman
Latham's Snipe,281876,Peter Boesman
White-bellied Green-Pigeon,281573,Peter Boesman
Eastern Buzzard,203929271,Josep del Hoyo
Okinawa Rail,175871,Roger McNeill
Eastern Buzzard,571619871,Hideki Sekimoto
Barn Swallow,176757381,Richard Littauer
Gray Heron,82430961,William Hull
Pacific Swallow,281651,Peter Boesman
Northern Boobook,281509,Peter Boesman
Eurasian Tree Sparrow,281248,Peter Boesman
Crested Myna,488501041,Geoffrey Pierce
Japanese Woodpecker,281584,Peter Boesman
Tundra Bean-Goose,385950091,Yoshiaki Watanabe
Steller's Sea-Eagle,203959791,Phil Gregory | Sicklebill Safaris | www.birder.travel
Japanese Woodpecker,58931481,Timothy Spahr
Eastern Spot-billed Duck,134632061,James (Jim) Holmes
Amami Woodcock,203929391,Josep del Hoyo
Marsh Grassbird,203927401,Josep del Hoyo
Eurasian Oystercatcher,610987623,Satoshi Kanazawa
Blue Rock-Thrush,600403011,yann muzika
Siberian Rubythroat,593528261,Simon Colenutt
Eurasian Nuthatch,574722501,Akinori Miura
Siberian Thrush,571086531,Takayuki Sakuma
Daurian Redstart,541668731,Takayuki Uchida
Black Kite,493335261,Akinori Miura
Kamchatka Leaf Warbler,492532491,yann muzika
Asian Stubtail,457331831,Joye Zhou
Sakhalin Grasshopper Warbler,433138961,Andrew Spencer
Siberian Rubythroat,426017211,yann muzika
Eurasian Coot,415631381,Hiromi Arima
Hooded Crane,182689321,Andrew Spencer
Carrion Crow,176773281,Richard Littauer
Daurian Redstart,172453651,Andrew Spencer
Red-crowned Crane,147854161,Ken Wright
Izu Robin,137160301,Julia Wittmann
Eurasian Skylark,103079471,Derek Richardson
Pale Thrush,83956861,William Hull
Japanese Bush Warbler,59148251,Timothy Spahr
Narcissus Flycatcher,58930811,Timothy Spahr
Lidth's Jay,21722191,Andrew Spencer
Amami Thrush,21721951,Andrew Spencer
Common Redshank,281894,Peter Boesman
Zitting Cisticola,281721,Peter Boesman
Gray-tailed Tattler,281685,Peter Boesman
Malayan Night Heron,281624,Peter Boesman
Gray-tailed Tattler,281610,Peter Boesman
Red-billed Leiothrix,281593,Peter Boesman
Eurasian Nuthatch,281412,Peter Boesman
Red-flanked Bluetail,281369,Peter Boesman
Eurasian Jay,281347,Peter Boesman
Japanese Thrush,281328,Peter Boesman
Ashy Minivet,281316,Peter Boesman
Coal Tit,281302,Peter Boesman
Eurasian Skylark,281234,Peter Boesman
Zitting Cisticola,281218,Peter Boesman
Dusky Thrush,537340061,André  Zambolli
Greater White-fronted Goose,203932281,Josep del Hoyo
Eurasian Goshawk,203927441,Josep del Hoyo
Greater White-fronted Goose,260202231,Fumihiro Semba
Steller's Sea-Eagle,203985961,Phil Gregory | Sicklebill Safaris | www.birder.travel
Chinese Bamboo-Partridge,169212541,Anonymous
White Wagtail,281877,Peter Boesman
Bull-headed Shrike,59148231,Timothy Spahr
White-bellied Green-Pigeon,281446,Peter Boesman
Eastern Spot-billed Duck,78916271,William Hull
Daurian Jackdaw,527720751,Robin Duska
Rustic Bunting,137156401,Julia Wittmann
White Wagtail,59148681,Timothy Spahr
Latham's Snipe,281875,Peter Boesman
Greater Spotted Eagle,203932681,Josep del Hoyo
Gray Heron,58543821,Timothy Spahr
White-cheeked Starling,243472961,Cholawit Thongcharoenchaikit
Siberian Blue Robin,583925161,Simon Colenutt
Barn Swallow,460375061,Takayuki Uchida
Gray Bunting,460115971,Joye Zhou
Blue Rock-Thrush,421280891,Tammy Thompson
Green-winged Teal,420006031,Hiromi Arima
Northern Hawk-Cuckoo,412475491,Aline Horikawa
Common Greenshank,385896421,Yoshiaki Watanabe
Common Kingfisher,350584841,Nobuyuki TAKAOKA
Brown-eared Bulbul,186554341,André  Zambolli
Large-billed Crow,62185621,Jeff Graham
Common Redshank,281893,Peter Boesman
Eurasian Treecreeper,281867,Peter Boesman
Eurasian Treecreeper,281866,Peter Boesman
Roseate Tern,281725,Peter Boesman
Red-billed Leiothrix,281600,Peter Boesman
Oriental Greenfinch,281570,Peter Boesman
Northern Boobook,281506,Peter Boesman
Oriental Greenfinch,281483,Peter Boesman
Red-flanked Bluetail,281379,Peter Boesman
Hawfinch,549329541,masao komura
Chinese Bamboo-Partridge,433827741,masao komura
Long-tailed Tit,144919431,Ramit Singal
Amami Woodcock,203929531,Josep del Hoyo
Japanese Quail,485740911,Kasia & Takashi Someya
Gray-faced Buzzard,304163041,kunitarou miyagi
Common Greenshank,484590051,kunitarou miyagi
Little Tern,460120201,Joye Zhou
Gray Wagtail,457332061,Joye Zhou
White's Thrush,137160591,Julia Wittmann
Eurasian Siskin,135166301,James (Jim) Holmes
Eurasian Tree Sparrow,281661,Peter Boesman
Chestnut-eared Bunting,281344,Peter Boesman
Oriental Turtle-Dove,281281,Peter Boesman
Asian House-Martin,281247,Peter Boesman
Asian House-Martin,281245,Peter Boesman
Boreal Owl,161903061,yann muzika
Black-tailed Gull,281923,Peter Boesman
Latham's Snipe,281879,Peter Boesman
Eastern Buzzard,203956711,Josep del Hoyo
Japanese Pygmy Woodpecker,203884291,Joe Angseesing
Hazel Grouse,613164018,Joshua Chong
Dusky Warbler,613117100,Yasuhiro Indo
Tundra Bean-Goose,610940750,Gabriel Leite
Asian Koel,594120581,kunitarou miyagi
Lanceolated Warbler,593686061,Simon Colenutt
Middendorff's Grasshopper Warbler,593685971,Simon Colenutt
Middendorff's Grasshopper Warbler,593685961,Simon Colenutt
Ryukyu Flycatcher,588224261,Simon Colenutt
Black-browed Reed Warbler,581767351,Hideki Sekimoto
Great Spotted Woodpecker,579167121,Hideki Sekimoto
Japanese Leaf Warbler,576246271,Hideki Sekimoto
Manchurian Bush Warbler,572148051,Kasia & Takashi Someya
Ruddy-breasted Crake,525401631,Kasia & Takashi Someya
Goldcrest,491380701,M Kelly
Eurasian Nutcracker,472277051,yasuhiro kojima
Kamchatka Leaf Warbler,454364051,Hikawa Takeshi
Ruddy Kingfisher,447759561,kunitarou miyagi
Ruddy-breasted Crake,438798381,Takayuki Uchida
Red-breasted Flycatcher,315471331,Saku Saku
Gray Nightjar,247191461,yann muzika
Okinawa Rail,182692621,Andrew Spencer
Japanese Tit,182690241,Andrew Spencer
Japanese Tit,182690211,Andrew Spencer
Ryukyu Minivet,172001151,Andrew Spencer
Large-billed Crow,166187391,Richard Littauer
Sakhalin Leaf Warbler,163186191,Allen Lyu
Sakhalin Leaf Warbler,162922021,Allen Lyu
Gray-backed Thrush,160199061,Jube Okamoto
Sakhalin Leaf Warbler,104270391,Ting-Wei (廷維) HUNG (洪)
Common Cuckoo,281952,Peter Boesman
Eastern Crowned Warbler,281826,Peter Boesman
Japanese Scops-Owl,281756,Peter Boesman
Japanese Scops-Owl,281754,Peter Boesman
Black Paradise-Flycatcher,281720,Peter Boesman
Crested Serpent-Eagle,281664,Peter Boesman
Whistling Green-Pigeon,281641,Peter Boesman
Izu Thrush,281524,Peter Boesman
Pleske's Grasshopper Warbler,281453,Peter Boesman
Pleske's Grasshopper Warbler,281450,Peter Boesman
Eastern Crowned Warbler,281440,Peter Boesman
Common Cuckoo,281438,Peter Boesman
Japanese Grosbeak,281432,Peter Boesman
Japanese Bush Warbler,281411,Peter Boesman
Eurasian Wren,281378,Peter Boesman
Meadow Bunting,281339,Peter Boesman
Ashy Minivet,281319,Peter Boesman
Blue-and-white Flycatcher,281291,Peter Boesman
Blue-and-white Flycatcher,281278,Peter Boesman
Meadow Bunting,281276,Peter Boesman
Japanese Wagtail,170805231,Kuan Chieh/貫捷 (Chuck) Hung/洪
Common Kingfisher,281814,Peter Boesman
Gray Heron,58210541,Timothy Spahr
Pacific Swift,281927,Peter Boesman
Yellow-browed Warbler,610912213,Kasia & Takashi Someya
Chinese Penduline-Tit,172335551,Andrew Spencer
Red-crowned Crane,137126671,Julia Wittmann
Oriental Turtle-Dove,281282,Peter Boesman
Eurasian Coot,613163890,Joshua Chong
White-cheeked Starling,610322288,Kalvin Chan
Pale-legged Leaf Warbler,572357871,Kasia & Takashi Someya
Gray-headed Lapwing,565829591,taisetsu nonomura
Wood Sandpiper,471129691,kunitarou miyagi
Wood Sandpiper,471128431,kunitarou miyagi
Long-tailed Rosefinch,465522941,yasuhiro kojima
Siberian Rubythroat,426010671,yann muzika
Black Woodpecker,424265821,rieko mukoyama
Brown-cheeked Rail,279746801,Susan Myers
Brown-cheeked Rail,279702151,Susan Myers
Black-winged Stilt,260281031,Fumihiro Semba
Carrion Crow,199312071,Kerry Loux
Hooded Crane,182689331,Andrew Spencer
White-naped Crane,182688351,Andrew Spencer
White-naped Crane,182688311,Andrew Spencer
Hooded Crane,182688281,Andrew Spencer
Pale Thrush,169867301,Andrew Spencer
Ruddy Kingfisher,155766241,Kyoko Ode
Ryukyu Minivet,137151921,Julia Wittmann
Brown-eared Bulbul,137143821,Julia Wittmann
Meadow Bunting,108800211,Alex Lin-Moore
Common Cuckoo,107757291,Alan Minks
Oriental Reed Warbler,104273561,Ting-Wei (廷維) HUNG (洪)
Black Woodpecker,104272741,Ting-Wei (廷維) HUNG (洪)
