name,image_id,cc,category
Golden-crowned Sparrow,226646271,Mason Maron,lbb
Greater White-fronted Goose,377438201,Neil Pankey,geese
Great Gray Owl,628333478,Xin Cen,owl
Western Bluebird,400608281,Katie Warner,little_colourful_birds
Black-throated Gray Warbler,617580328,Nathan Wall,lbb
American Goldfinch,635590979,Janine Schutt,finches
Barred Owl,633707384,Xin Cen,owl
Burrowing Owl,631133152,Liam Wallace,owl
Black-backed Woodpecker,617427427,Nathan Wall,woodpecker
Sharp-shinned Hawk,302332061,Jim Parrish,big_raptors
Wood Duck,281436411,Mason Maron,ducks
Sharp-tailed Sandpiper,260743091,Ian Davies,plovers
Black-footed Albatross,174355991,Jonathan Eckerson,seabirds
Black-backed Woodpecker,617427354,Nathan Wall,woodpecker
Northern Pygmy-Owl,609050544,Jordan Gunn,owl
Common Loon,75762651,Joshua Covill,puffin_and_co
Field Sparrow,38680861,Eric Heisey,lbb
Dark-eyed Junco,189497761,Mason Maron,lbb
American Robin,290486881,Garrett Hughes,robins
American Dipper,626888937,Mason Maron,mbb
Brant,138633611,Mason Maron,geese
Common Crane,331214821,Darcy Barry,egrets
Black-footed Albatross,173291751,Janine Schutt,seabirds
Brown Pelican,168265341,Mason Maron,water_birds
Snow Goose,191153641,Mason Maron,geese
Northern Pygmy-Owl,609618504,Nathan Wall,owl
American Wigeon,77794761,Joshua  Glant,ducks
Common Crane,332753441,Bill Potter,egrets
Lesser Black-backed Gull,105334771,Joshua  Glant,seabirds
King Eider,610129035,Mason Maron,funky_ducks
American Barn Owl,623607196,Liam Hutcheson,owl
Black-backed Woodpecker,558815711,Nathan Wall,woodpecker
Yellow-billed Loon,420336221,Raphael Fennimore,puffin_and_co
Tufted Puffin,167642941,Eric Ellingson,puffin_and_co
Yellow-headed Blackbird,634704483,Trillium Magus,ground_mbb
Horned Grebe,621996975,Mason Maron,water_birds
Rock Wren,621093612,Mason Maron,lbb
Barred Owl,620160000,Jason Vassallo,owl
Spruce Grouse,481709641,Mason Maron,quails
Calliope Hummingbird,477711451,Mason Maron,hummingbird
Long-tailed Jaeger,475869591,Mason Maron,seabirds
Rock Pigeon,310589001,Danny Tipton,pigeons_doves
Sharp-tailed Sandpiper,260742921,Ian Davies,plovers
Sharp-tailed Sandpiper,260742911,Ian Davies,plovers
Grasshopper Sparrow,560962771,Mason Maron,lbb
Cedar Waxwing,186910591,Mason Maron,little_colourful_birds
Bald Eagle,216228531,Mason Maron,big_raptors
Rough-legged Hawk,510198551,Liam Hutcheson,big_raptors
Black-headed Grosbeak,37791821,Eric Ellingson,finches
Burrowing Owl,383000601,Nathan Wall,owl
Red-winged Blackbird,224911851,Mason Maron,ground_mbb
Fox Sparrow,217848571,Mason Maron,lbb
Yellow-headed Blackbird,166325271,Mason Maron,ground_mbb
Canada Jay,622558335,Will Sweet,robins
Ross's Gull,191330961,Ryan Merrill,seabirds
Marbled Murrelet,69373101,Ryan Shaw,puffin_and_co
Townsend's Warbler,628788052,Nathan Wall,lbb
Hooded Merganser,290891591,Marcus Vorwaller 🦆,funky_ducks
Ruffed Grouse,248375191,RJ Baltierra,quails
Golden-crowned Sparrow,384886151,Joey McCracken,lbb
Belted Kingfisher,46180531,Kathryn Keith,kingfishers
Northern Pygmy-Owl,631599430,Mike Melton,owl
Ring-necked Duck,631328366,Mason Maron,ducks
Tufted Puffin,622053492,Eric Ellingson,puffin_and_co
Snowy Plover,330299631,Mason Maron,plovers
Sooty Grouse,169457591,Patrick Van Thull,quails
Belted Kingfisher,122366971,Ryan Schain,kingfishers
White-crowned Sparrow,230168621,Mason Maron,lbb
Sooty Shearwater,168248311,Mason Maron,seabirds
Song Sparrow,149638351,Mason Maron,lbb
Killdeer,163341091,Mason Maron,plovers
House Sparrow,213785331,Mason Maron,lbb
Black-headed Grosbeak,236497871,Mason Maron,finches
Red-winged Blackbird,219265741,Mason Maron,ground_mbb
Northern Saw-whet Owl,314932721,Nathan Wall,owl
Mallard,163342771,Mason Maron,ducks
Bald Eagle,51807221,Tony V,big_raptors
Golden-crowned Sparrow,226646251,Mason Maron,lbb
Northern Flicker,94712211,Will Brooks,woodpecker
Little Bunting,610450505,Liam Hutcheson,lbb
Least Sandpiper,334119691,Mason Maron,plovers
Lesser Yellowlegs,171357871,Ryan Merrill,hard_waders
Hawaiian Petrel,478201231,Westport Seabirds,seabirds
Pacific Wren,544884531,Nathan Wall,lbb
Great Gray Owl,49941061,Dasha Gudalewicz,owl
Barred Owl,611221176,Marlene Cashen,owl
Scissor-tailed Flycatcher,610385951,Christopher Lindsey,wagfantail
American Dipper,504999171,Garrett Hughes,mbb
Cinnamon Teal,100528331,Nadine D,ducks
Sabine's Gull,636447029,Eric Ellingson,seabirds
Ruff,636077954,Ken Pitts,colourful_waders
Pacific Loon,635590269,Janine Schutt,puffin_and_co
Pacific Loon,635590263,Janine Schutt,puffin_and_co
Northern Pygmy-Owl,628115865,Ryan Merrill,owl
Pine Grosbeak,626462981,Garrett Hughes,finches
Pacific Golden-Plover,609233069,Nathan Wall,plovers
Varied Thrush,515928461,Liam Hutcheson,ground_mbb
Common Goldeneye,302861811,Andrew Thomas 🦅🪶,funky_ducks
Ruby-crowned Kinglet,122397131,Ryan Schain,lbb
Red Crossbill,613145113,Liam Hutcheson,little_colourful_birds
Pileated Woodpecker,556656571,Nathan Wall,woodpecker
Harlequin Duck,429476371,Christian Hagenlocher,ducks
Fox Sparrow,199204621,Garrett Hughes,lbb
Burrowing Owl,319877611,Mason Maron,owl
Dunlin,285353021,Mason Maron,plovers
Canada Jay,181273571,Mason Maron,robins
Sooty Grouse,251346921,Mason Maron,quails
Northern Pygmy-Owl,613105491,Nathan Wall,owl
Ring-billed Gull,609267898,Mason Maron,seabirds
White-crowned Sparrow,166325261,Mason Maron,lbb
Pinyon Jay,609738687,Michelle Napoleon,robins
Semipalmated Plover,330270061,Mason Maron,plovers
Pine Grosbeak,626474896,Mason Maron,finches
Sooty Grouse,251504001,Mason Maron,quails
Swainson's Thrush,239365651,Mike Melton,ground_mbb
Black-headed Grosbeak,335838491,Mason Maron,finches
Sooty Grouse,169458401,Patrick Van Thull,quails
Long-eared Owl,360338431,Andrew Thomas 🦅🪶,owl
Rhinoceros Auklet,635585676,Janine Schutt,puffin_and_co
Golden-crowned Sparrow,618475986,RJ Baltierra,lbb
Black-necked Stilt,608382091,Micah Anderson,colourful_waders
American Kestrel,545931501,Ken Pitts,small_raptors
Short-eared Owl,525710201,Ken Pitts,owl
Hooded Oriole,506675381,Mason Maron,honeyeaters
Fox Sparrow,391087511,Fernando Ortega,lbb
Fox Sparrow,390632381,Fernando Ortega,lbb
Short-tailed Albatross,354315881,Jefferson Ashby,seabirds
Barred Owl,339903431,Liam Hutcheson,owl
Rock Pigeon,310588961,Danny Tipton,pigeons_doves
Sharp-tailed Sandpiper,260742991,Ian Davies,plovers
Glaucous-winged Gull,174367601,Jonathan Eckerson,seabirds
Golden-crowned Sparrow,124852661,Yann Kolbeinsson,lbb
California Gull,268575921,Mason Maron,seabirds
Red-breasted Nuthatch,164229051,Mason Maron,lbb
Northern House Wren,362991651,Mason Maron,lbb
Canada Jay,166482731,Mason Maron,robins
Northern Pygmy-Owl,613105523,Nathan Wall,owl
Swainson's Hawk,176230601,Mason Maron,big_raptors
Dark-eyed Junco,138999111,Mason Maron,lbb
Eastern Bluebird,510784731,Vic Hubbard,little_colourful_birds
American Three-toed Woodpecker,181116901,Mason Maron,woodpecker
Gadwall,627243156,Mason Maron,ducks
Northern Pygmy-Owl,615196494,Nathan Wall,owl
Red-throated Loon,93658391,Ron Wheeler,puffin_and_co
American Bittern,324486681,Katie Warner,herons
Purple Finch,152900621,Mason Maron,finches
American Wigeon,77792281,Joshua  Glant,ducks
Hooded Merganser,212879481,Garrett Hughes,funky_ducks
Pileated Woodpecker,220798311,Mason Maron,woodpecker
Ruby-crowned Kinglet,176049531,Mason Maron,lbb
Gray-crowned Rosy-Finch,611178839,Nathan Wall,finches
Pacific Wren,543983641,Mason Maron,lbb
Western Sandpiper,623882981,Jefferson Ashby,plovers
Hooded Merganser,620083643,Josiah Chase,funky_ducks
Bohemian Waxwing,614957721,Neil Paprocki,little_colourful_birds
White-tailed Ptarmigan,585173671,Liam Hutcheson,quails
Northern Harrier,520340251,Ken Pitts,big_raptors
Wood Duck,324466281,Christian Hagenlocher,ducks
Brandt's Cormorant,301656351,Garrett Hughes,cormorant
Red-breasted Sapsucker,61618541,George Pagos,woodpecker
White-crowned Sparrow,221271151,Mason Maron,lbb
American Tree Sparrow,208552681,Mason Maron,lbb
Calliope Hummingbird,242086701,Ken Pitts,hummingbird
Dark-eyed Junco,119326661,Ryan Schain,lbb
Yellow-headed Blackbird,232781811,Mason Maron,ground_mbb
Rock Pigeon,321962971,Mason Maron,pigeons_doves
Canada Jay,166320171,Garrett Hughes,robins
Violet-green Swallow,164543601,Rachel Hudson,swallows
Sooty Grouse,163510981,Janine Schutt,quails
Sagebrush Sparrow,632968016,Trillium Magus,lbb
Yellow-rumped Warbler,630734553,Mason Maron,lbb
Steller's Jay,630514844,JD Hascup,robins
Canyon Wren,626066196,Christopher Lindsey,lbb
Red-necked Phalarope,619407490,Liam Hutcheson,colourful_waders
Northern Fulmar,604893261,Blair Dudeck,seabirds
Chestnut-sided Warbler,584596991,Mason Maron,lbb
Wandering Tattler,474544621,Garrett Hughes,hard_waders
Ruddy Turnstone,474544291,Garrett Hughes,colourful_waders
Bewick's Wren,342124751,Carl Bergstrom,lbb
Harlequin Duck,269309411,Ian Davies,ducks
Mountain Bluebird,176339821,Evan Lipton,little_colourful_birds
Brandt's Cormorant,621822340,Mason Maron,cormorant
Short-eared Owl,523148151,Darchelle Worley,owl
Common Merganser,76582191,Eric Ellingson,funky_ducks
White-crowned Sparrow,158444731,Mason Maron,lbb
Townsend's Solitaire,310609421,Nathan Wall,ground_mbb
Snow Bunting,297817481,Jason Vassallo,lbb
Black Turnstone,284227641,Mason Maron,colourful_waders
Dunlin,617081641,Zak Pohlen,plovers
Spotted Towhee,217848391,Mason Maron,finches
Ruffed Grouse,92270471,Joshua  Glant,quails
House Sparrow,45608361,John F. Gatchet,lbb
Bohemian Waxwing,525532771,John P,little_colourful_birds
Sooty Grouse,251505331,Mason Maron,quails
White-crowned Sparrow,237592031,Mason Maron,lbb
Anna's Hummingbird,219525911,Mason Maron,hummingbird
House Sparrow,257316981,Mason Maron,lbb
Savannah Sparrow,564251721,Leah Turner,lbb
Mountain Bluebird,550530621,John Riegsecker,little_colourful_birds
Black Tern,60476071,Ryan Shaw,seabirds
Rhinoceros Auklet,635585681,Janine Schutt,puffin_and_co
Red-footed Booby,622190405,Buster Morales,seabirds
Canyon Wren,609442972,Christopher Lindsey,lbb
Lincoln's Sparrow,513894041,Jacob Miller,lbb
Dark-eyed Junco,512006901,Carl Bergstrom,lbb
Chestnut-backed Chickadee,390632351,Fernando Ortega,tit
Fox Sparrow,314588461,Ian Davies,lbb
American Barn Owl,284797291,Carl Bergstrom,owl
Snow Goose,217237021,Eric Ellingson,geese
Rhinoceros Auklet,156053541,Eric Ellingson,puffin_and_co
Song Sparrow,390632391,Fernando Ortega,lbb
Magnolia Warbler,626588689,Liam Hutcheson,lbb
Great Blue Heron,253346761,Mason Maron,herons
Boreal Owl,624930175,Mason Maron,owl
Red-breasted Nuthatch,171856461,Mason Maron,lbb
Song Sparrow,217848441,Mason Maron,lbb
Great Horned Owl,287522191,Mason Maron,owl
Marbled Murrelet,156271061,Janine Schutt,puffin_and_co
Calliope Hummingbird,104647011,Joshua  Glant,hummingbird
Rufous Hummingbird,301595191,Mason Maron,hummingbird
Brown Pelican,261389741,Tyler Ficker,water_birds
White-tailed Ptarmigan,64736671,Christopher Lindsey,quails
American Dipper,626879356,Mason Maron,mbb
Rock Sandpiper,530919611,Nathan Wall,plovers
Scripps's Murrelet,623295999,Liam Hutcheson,puffin_and_co
Black-and-white Warbler,611477684,John P,lbb
Calliope Hummingbird,568003871,Josiah Chase,hummingbird
Black Oystercatcher,429486981,Christian Hagenlocher,plovers
Tufted Puffin,347904951,David McQuade,puffin_and_co
Cedar Waxwing,279486861,Mason Maron,little_colourful_birds
Great Blue Heron,280428611,Garrett Hughes,herons
Bar-tailed Godwit,624087300,Liam Hutcheson,hard_waders
Emperor Goose,42358771,John F. Gatchet,geese
Anna's Hummingbird,121818711,Ryan Schain,hummingbird
Downy Woodpecker,190892961,Mason Maron,woodpecker
Song Sparrow,309310371,Joey McCracken,lbb
Cedar Waxwing,279489511,Mason Maron,little_colourful_birds
Dark-eyed Junco,151357401,Grace Oliver,lbb
Short-tailed Albatross,358102941,Teri Zambon True,seabirds
Rough-legged Hawk,614151140,Mason Maron,big_raptors
Long-eared Owl,205267581,Mark Houston,owl
Anna's Hummingbird,169400701,Mason Maron,hummingbird
Bushtit,337640861,Mason Maron,tit
Varied Thrush,515928441,Liam Hutcheson,ground_mbb
Long-eared Owl,299712761,Bartholomew Birdee,owl
Golden-crowned Kinglet,338769001,Mason Maron,lbb
Say's Phoebe,304573851,Mason Maron,robins
Ancient Murrelet,280384531,Eric Ellingson,puffin_and_co
Northern Flicker,236262771,Christian Hagenlocher,woodpecker
Common Raven,168539461,Janine Schutt,black_white
Brewer's Sparrow,634763889,Cameron Boyer,lbb
Yellow-billed Loon,628445566,Eric Ellingson,puffin_and_co
Pine Grosbeak,626462979,Garrett Hughes,finches
Common Loon,624931410,Christopher Lindsey,puffin_and_co
Long-eared Owl,615852393,Lisa Hansen,owl
Western Flycatcher,585469591,Mason Maron,wagfantail
Cocos Booby,474777191,Eric Ellingson,seabirds
Short-eared Owl,392114471,Ken Pitts,owl
Northern Fulmar,269813701,Ian Davies,seabirds
Black-bellied Plover,269309101,Ian Davies,plovers
Marbled Godwit,262923091,Jason Vassallo,hard_waders
Sharp-tailed Sandpiper,260742821,Ian Davies,plovers
Semipalmated Plover,200474621,Sharif Uddin,plovers
Swallow-tailed Gull,67988961,Joe Sweeney,swallows
Long-tailed Jaeger,604892701,Blair Dudeck,seabirds
Gray-crowned Rosy-Finch,394629151,Lisa Hill,finches
Barred Owl,152353991,Wayne Sladek,owl
Black-capped Chickadee,206479671,Mason Maron,tit
Williamson's Sapsucker,613588424,Jef Blake,woodpecker
Variegated Flycatcher,42108121,Steven Mlodinow,wagfantail
California Scrub-Jay,533092921,Katie Warner,robins
California Scrub-Jay,529692681,Katie Warner,robins
Black Oystercatcher,218113941,Anthony Gliozzo,plovers
Mountain Quail,591124911,Liam Hutcheson,quails
Ring-billed Gull,430361111,Andrew Thomas 🦅🪶,seabirds
Orange-crowned Warbler,65659071,Gaetan Dupont,lbb
Brown Pelican,489864531,Mason Maron,water_birds
Wood Duck,281436441,Mason Maron,ducks
American Robin,635536117,Mason Maron,robins
Great Blue Heron,387818321,Mason Maron,herons
Rock Wren,174537351,Mason Maron,lbb
Northern Saw-whet Owl,630042840,Christopher Lindsey,owl
Ash-throated Flycatcher,623027062,Nick  Park,wagfantail
Spotted Towhee,620664429,Liam Hutcheson,finches
Redpoll,611045082,Jason Vassallo,lbb
White-tailed Ptarmigan,610031650,Nathan Wall,quails
