name,image_id,cc,category
Lucifer Hummingbird,98963501,Bryan Calk,hummingbird
Roseate Spoonbill,56663211,Joshua Covill,egrets
Rufous-crowned Sparrow,200716771,TJ Senters,lbb
Carolina Chickadee,170967981,Ann Mallard,tit
Green Jay,130747351,Ryan Sanderson,robins
Green Heron,157428581,Liam Wolff,herons
Merlin,628632373,ANN PETTIGREW,small_raptors
Glaucous Gull,615424892,Tena Gardiner,seabirds
Orange-crowned Warbler,532487631,Harlan Stewart,lbb
Tropical Parula,348400021,Ronan Nicholson,lbb
Ruby-crowned Kinglet,129296661,Mike Stewart,lbb
Common Loon,284480311,Robert Michaelson,puffin_and_co
Varied Bunting,240324651,Bryan Calk,lbb
Clay-colored Thrush,200747891,Allee Forsberg,ground_mbb
Northern Shrike,388433511,Anonymous,songbird
Black Vulture,372974211,Janet Davis,big_raptors
Bare-throated Tiger-Heron,615603464,Cameron Johnson,herons
Clapper Rail,401837111,Davey Walters,rail_crake
Northern Mockingbird,86942231,Scott Martin,wagfantail
Black-bellied Whistling-Duck,505132811,Ryan Sanderson,ducks
Peregrine Falcon,37695801,Sandi Templeton,small_raptors
Dunlin,510194291,Ryan Sanderson,plovers
Scaled Quail,193750111,Jeff Timmons,quails
Couch's Kingbird,250188021,Suzie McCann,wagfantail
Spotted Rail,289650331,Arman Moreno,rail_crake
Green Heron,245864921,Ryan Rodriguez,herons
Blue-headed Vireo,617325430,Matt DuRoss,lbb
Bare-throated Tiger-Heron,612400253,Ryan Rodriguez,herons
Montezuma Quail,282736511,"Carolyn Ohl, cc",quails
Spotted Rail,290048281,Lizabeth Southworth,rail_crake
Laughing Gull,144454031,Matt Longabaugh,seabirds
Elf Owl,635705413,Kaleb Anderson,owl
Black Noddy,618072216,Janice Travis,seabirds
Green Jay,613361848,Connor Cochrane,robins
American Pipit,551595491,Drew Chaney,mbb
Reddish Egret,359980691,Ian Davies,egrets
Zone-tailed Hawk,345355201,Martina Nordstrand,big_raptors
Least Bittern,318310721,Ian Davies,herons
Great Blue Heron,87391461,Scott Martin,herons
Black-billed Cuckoo,327824711,Jason Vassallo,cuckoos
Short-eared Owl,291177001,Roland Castaneda,owl
Rufous-backed Robin,631188995,Jack Rogers,robins
Scaled Quail,610849118,Tom Forwood JR,quails
Song Sparrow,536291961,Owlando Fonseca,lbb
Green Heron,87391181,Scott Martin,herons
Yellow-breasted Chat,96032261,Bryan Calk,little_colourful_birds
Brown Jay,543823381,Ryan Rodriguez,robins
Painted Bunting,121005381,Brad Imhoff,lbb
Gray Hawk,332662701,Evan Lipton,big_raptors
Spotted Rail,298299601,Thomas Ford-Hutchinson,rail_crake
Orange-crowned Warbler,86942051,Scott Martin,lbb
Ringed Kingfisher,86012501,Bert Wessling,kingfishers
Tricolored Heron,436594631,Joshua Ward,herons
Black-necked Stilt,121019451,Brad Imhoff,colourful_waders
Sanderling,88915011,Rufus Wareham,plovers
Social Flycatcher,390961541,RJ Baltierra,wagfantail
Sanderling,156747161,Harlan Stewart,plovers
Long-billed Curlew,173022671,Philip Robinson,hard_waders
Hooded Oriole,151966501,Jason Massey,honeyeaters
Peregrine Falcon,326354071,Charles Robshaw,small_raptors
Golden-cheeked Warbler,57259881,Jesse Huth,lbb
Eastern Kingbird,618475072,Mike Cameron,wagfantail
Elf Owl,60581781,Bryan Calk,owl
Short-eared Owl,417991121,Ian Davies,owl
American Coot,185881151,Harlan Stewart,water_birds
Black-crested Titmouse,214205911,Rich Kostecke,tit
Snowy Plover,322531821,Ian Davies,plovers
