name,image_id,cc,category
Belted Kingfisher,609974139,Karim Bouzidi,kingfishers
Atlantic Puffin,610333446,Dorian Anderson,puffin_and_co
LeConte's Sparrow,519771041,Mourad Jabra,lbb
Bohemian Waxwing,300585491,Dominique Genna,little_colourful_birds
Canada Warbler,102719371,Ian Davies,lbb
Green Heron,493281121,Frédérick Lelièvre,herons
Evening Grosbeak,146200971,Daniel Jauvin,finches
Northern Parula,236247251,Dennis  Dirigal,lbb
King Eider,408559751,Jason Dain,funky_ducks
Brant,383643901,Jeff Dyck,geese
Stilt Sandpiper,369774211,Paul Jones,colourful_waders
Cape May Warbler,102429441,Ian Davies,lbb
Common Yellowthroat,330359801,mark daly,little_colourful_birds
Rock Ptarmigan,90888001,Cameron Eckert,quails
Barred Owl,317498061,David Turgeon,owl
Eared Grebe,157218471,Caroline Lambert,water_birds
Purple Sandpiper,426600881,Christian Briand,plovers
Tree Swallow,125394671,Stefano Ianiro,swallows
Common Redpoll,278372851,Daniel Campeau,lbb
Wilson's Phalarope,584800491,Evan Larson,colourful_waders
Sooty Grouse,570147201,Blair Dudeck,quails
Willow Ptarmigan,93964071,Nick Saunders,quails
Red-bellied Woodpecker,520172381,Rain Saulnier,woodpecker
Iceland Gull,404666221,Liam Singh,seabirds
Hermit Thrush,338921811,Blair Dudeck,ground_mbb
Canada Warbler,102719361,Ian Davies,lbb
Mallard,109124861,Annie Lavoie,ducks
Yellow-headed Blackbird,154452821,Bridget Spencer,ground_mbb
Northern Shrike,71482091,Cameron Eckert,songbird
Bushtit,414086021,Frank Lin,tit
Eurasian Wigeon,308914841,Blair Dudeck,ducks
Evening Grosbeak,122372281,Ian Davies,finches
Rufous Hummingbird,330076151,Ian Routley,hummingbird
Black Turnstone,382050711,Blair Dudeck,colourful_waders
Common Redpoll,422082551,Daniel Jauvin,lbb
Snowy Owl,399870601,Zane Shantz,owl
Evening Grosbeak,133336391,Patrice St-Pierre,finches
Dunlin,357662251,Blair Dudeck,plovers
Chestnut-sided Warbler,295678191,Lucas Eckert,lbb
Pacific Wren,481604751,Markus Weilmeier,lbb
Northern Harrier,411291931,Mhairi McFarlane,big_raptors
White-eyed Vireo,388602211,Brian Stahls,lbb
Yellow-crowned Night Heron,360350291,Blair Dudeck,herons
King Rail,525318221,Rowan Keunen,rail_crake
Barn Swallow,253389271,Megan Buers,swallows
White-winged Scoter,387763231,Brian Stahls,funky_ducks
Pine Grosbeak,132965221,Tony Dvorak,finches
Red-necked Grebe,557980411,Shey S,water_birds
Fox Sparrow,437227261,Zane Shantz,lbb
Pine Warbler,414300271,Suzanne Labbé,lbb
Dark-eyed Junco,418359911,Rowan Keunen,lbb
Hoary Redpoll,305226941,Alexandre Terrigeol,lbb
Mallard,187796281,Francois Dubois,ducks
Palm Warbler,337684401,Megan Buers,lbb
American White Pelican,340944801,Andrew Boycott,water_birds
Ruby-crowned Kinglet,435557831,Ethan Denton,lbb
Least Bittern,365334891,Frédérick Lelièvre,herons
Ruff,159908711,Jason Dain,colourful_waders
Northern Shoveler,172532121,Allan  Bigras,ducks
Razorbill,166233931,Daniel Jauvin,puffin_and_co
Bald Eagle,213414371,Steve McInnis,big_raptors
Killdeer,154491601,Brian Stahls,plovers
Grasshopper Sparrow,242285111,Blair Dudeck,lbb
Palm Warbler,338581411,Blair Dudeck,lbb
Chestnut-sided Warbler,165632461,Simon Boivin,lbb
Northern Pintail,77474941,Dorian Anderson,ducks
Black Scoter,76322431,Liron Gertsman,funky_ducks
Blackburnian Warbler,576937641,Ian Davies,lbb
Steller's Sea-Eagle,476730331,Amanda Guercio,big_raptors
Gray-cheeked Thrush,57179141,Alix d'Entremont,ground_mbb
Scarlet Tanager,33572291,Andrew Spencer,little_colourful_birds
White-faced Ibis,98722591,Kalin Ocaña,black_white
White-rumped Sandpiper,490604661,Christian Briand,plovers
Varied Thrush,288587681,Gord Gadsden,ground_mbb
American Dipper,567884101,mark daly,mbb
Bewick's Wren,419442411,Markus Weilmeier,lbb
Common Grackle,495073351,Laure Wilson Neish,ground_mbb
Red-breasted Nuthatch,375475901,Frédérick Lelièvre,lbb
Gray Catbird,158927281,Jean-Sébastien Mayer,bower
Canada Jay,398421651,Frédérick Lelièvre,robins
Common Redpoll,425715581,Zane Shantz,lbb
Short-eared Owl,34169421,Brian Hoffe,owl
Carolina Wren,186026891,Suzanne Labbé,lbb
American Crow,383244531,Melissa Hafting,black_white
Fox Sparrow,514556001,mark daly,lbb
Common Tern,168619831,Alix d'Entremont,seabirds
Gadwall,184716421,Frank King,ducks
Rough-legged Hawk,172784011,David M. Bell,big_raptors
Purple Finch,134000431,Blair Dudeck,finches
American Avocet,447365151,Raymond Ladurantaye,colourful_waders
Blackburnian Warbler,178013151,Ian Davies,lbb
Black Tern,581236001,Jeff Dyck,seabirds
Smith's Longspur,455694071,Joachim Bertrands,lbb
Ovenbird,159156981,Stefano Ianiro,ground_mbb
Purple Sandpiper,297428561,Christian Briand,plovers
White-throated Sparrow,232418791,Jacob Garvelink,lbb
Horned Grebe,373463661,Blair Dudeck,water_birds
Snowy Owl,166573431,pierre martin,owl
Say's Phoebe,478870501,Calvin S,robins
Common Loon,581234991,Jeff Dyck,puffin_and_co
Belted Kingfisher,411419191,Blair Dudeck,kingfishers
Purple Finch,224972571,Ian Routley,finches
Golden-winged Warbler,447369961,Cameron Chevalier,lbb
Great Shearwater,171168821,Ken McKenna,seabirds
Lesser Yellowlegs,172459431,Jerry McFetridge,hard_waders
Purple Martin,102808461,John Reynolds,swallows
Willow Ptarmigan,537127201,David Turgeon,quails
Gadwall,383664611,Cesar Ponce,ducks
Bald Eagle,87306251,Bridget Spencer,big_raptors
Northern Shoveler,326761071,Frédérick Lelièvre,ducks
Blue Jay,315831841,Frédérick Lelièvre,robins
Red Phalarope,263225821,Daniel Jauvin,colourful_waders
Calliope Hummingbird,329221821,John Jansen,hummingbird
Herring Gull,214548441,Gord Gadsden,seabirds
Cape May Warbler,59765461,Simon Boivin,lbb
Northern Shoveler,448025311,Aaron Roberge,ducks
Wood Sandpiper,352895881,Liam Singh,plovers
Tufted Puffin,173397471,Ken Wright,puffin_and_co
Song Sparrow,223402851,Stefano Ianiro,lbb
Blue-winged Teal,322936701,Rob Mikulec,ducks
Bewick's Wren,497884291,Evan Larson,lbb
Trumpeter Swan,611675045,Jacob McLaren,geese
Canada Jay,349932191,mark daly,robins
Glaucous Gull,124029461,Blair Dudeck,seabirds
Dovekie,511844181,Su Li,pigeons_doves
Eastern Kingbird,584793421,Asher  Warkentin,wagfantail
Stilt Sandpiper,450206801,Gerald Romanchuk,colourful_waders
Red-winged Blackbird,438918741,Blair Dudeck,ground_mbb
Ferruginous Hawk,347665831,Ethan Denton,big_raptors
Sora,530094461,Sabine Jessen,rail_crake
Snow Bunting,501487241,Blair Dudeck,lbb
Mountain Bluebird,570161211,Blair Dudeck,little_colourful_birds
Savannah Sparrow,485992701,Dorian Anderson,lbb
Common Loon,476288001,Annie Lavoie,puffin_and_co
Killdeer,429318661,Leon Dsilva,plovers
Baird's Sandpiper,263284471,Allan  Bigras,plovers
Boreal Owl,420278041,Simon Villeneuve,owl
Gray Catbird,245593771,Peter Hawrylyshyn,bower
Black Scoter,521519951,Simon Villeneuve,funky_ducks
Scarlet Tanager,501357221,Simon Villeneuve,little_colourful_birds
Pine Grosbeak,287978741,Anne Auclair  Moe,finches
White-tailed Ptarmigan,250888711,Amanda Guercio,quails
Warbling Vireo,337965841,mark daly,lbb
Mountain Chickadee,416168391,Blair Dudeck,tit
Steller's Sea-Eagle,594013211,Liz Soria,big_raptors
Pine Grosbeak,402489931,Sheri Minardi,finches
Pectoral Sandpiper,177624391,Simon Boivin,plovers
Black-bellied Plover,176191021,Allan  Bigras,plovers
Wandering Tattler,342249811,Liam Singh,hard_waders
Brewer's Blackbird,383119961,Liam Ragan,ground_mbb
Black-billed Magpie,375489631,Aaron Roberge,black_white
Northern Harrier,405635861,Blair Dudeck,big_raptors
Red-breasted Nuthatch,395465761,Susan and Andy Gower/Karassowitsch,lbb
Least Bittern,365335001,Frédérick Lelièvre,herons
Sedge Wren,464630211,Thompson Hyggen,lbb
Fork-tailed Flycatcher,86621921,Ian Davies,wagfantail
Great Horned Owl,482120321,Asher  Warkentin,owl
Northern Flicker,433605501,Brian Stahls,woodpecker
Eastern Screech-Owl,425510571,Jack Starret,owl
Snowy Egret,340482591,Blair Dudeck,egrets
Double-crested Cormorant,337847981,David Turgeon,cormorant
Northern Saw-whet Owl,308115411,David Turgeon,owl
Chestnut-collared Longspur,173394901,David M. Bell,lbb
LeConte's Sparrow,329078791,Zane Shantz,lbb
Eastern Whip-poor-will,234962611,Jacques Brisson,owl
Northern Saw-whet Owl,275598621,Blair Dudeck,owl
Wilson's Phalarope,456426771,Calvin S,colourful_waders
Rough-legged Hawk,415588181,Blair Dudeck,big_raptors
Harlequin Duck,145878981,Ian Routley,ducks
King Eider,613299043,Cesar Ponce,funky_ducks
Kentucky Warbler,339632111,Brian Stahls,lbb
Kirtland's Warbler,104360031,Brandon Holden,lbb
Wilson's Snipe,463832201,David Turgeon,colourful_waders
Long-tailed Duck,397335021,Frédérick Lelièvre,ducks
Pine Grosbeak,521806361,Charles Villeneuve,finches
Northern Hawk Owl,195003621,Blair Dudeck,big_raptors
Barrow's Goldeneye,603015651,Asher  Warkentin,funky_ducks
Magnolia Warbler,462845621,Steven McGrath,lbb
Gyrfalcon,406568081,Kiah R. Jasper,small_raptors
Eurasian Wigeon,323205731,Charles Fitzpatrick,ducks
Field Sparrow,31056361,David M. Bell,lbb
Townsend's Solitaire,318572901,Ilya Povalyaev,ground_mbb
Killdeer,591920211,Marie-Josee D'Amour,plovers
Common Loon,329947101,Ilya Povalyaev,puffin_and_co
Red-breasted Nuthatch,219648251,Simon Boivin,lbb
Bald Eagle,132878551,Blair Dudeck,big_raptors
Dusky Grouse,579934401,Blair Dudeck,quails
Greater Scaup,192288241,Gord Gadsden,ducks
Ruby-throated Hummingbird,338719321,Zane Shantz,hummingbird
Dusky Grouse,579934361,Blair Dudeck,quails
Marbled Godwit,570146081,Blair Dudeck,hard_waders
